OBJECTID,ORIGINL_RM,REPORT_NUM,REPORT_NAM,SCALE,DATE,MAPUNITNOM,MUNOM1,SOIL_CODE1,SOILNAME1,VARIANT1,PHASE1,CLASS1,EXTENT1,MUNOM2,SOIL_CODE2,SOILNAME2,VARIANT2,PHASE2,CLASS2,EXTENT2,MUNOM3,SOIL_CODE3,SOILNAME3,VARIANT3,PHASE3,CLASS3,EXTENT3,SLOPEP1,SLOPEP2,SLOPEP3,TOPO1,TOPO2,TOPO3,STONE1,STONE2,STONE3,EROSION1,EROSION2,EROSION3,SALINITY1,SALINITY2,SALINITY3,SLOPE_LEN1,SLOPE_LEN2,SLOPE_LEN3,LS_MEAN1,LS_MEAN2,LS_MEAN3,C_ERPOLY,C_AGRI,C_SLOPE,C_GEN,C_DRAIN,C_MAN,C_SALT,C_SOIL,C_SURFTEXT,ERCLS1,ERCLS2,ERCLS3,ERPOLY,ERSYMBOL,AGRI_CAP1,AGRI_CAP2,AGRI_CAP3,AGCAP_CLS1,AGCAP_CLS2,AGCAP_CLS3,AGCAP_GRP1,AGCAP_GRP2,AGCAP_GRP3,SOIL_FACT1,LANDSCAPE1,IRRIG_CLA1,GEN_RATIN1,SOIL_FACT2,LANDSCAPE2,IRRIG_CLA2,GEN_RATIN2,SOIL_FACT3,LANDSCAPE3,IRRIG_CLA3,GEN_RATIN3,SPUD_RTNG1,SPUD_RTNG2,SPUD_RTNG3,DRAINAGE1,DRAINAGE2,DRAINAGE3,SURFTEXT1,SURFTEXT2,SURFTEXT3,SURFTEXTM1,SURFTEXTM2,SURFTEXTM3,TEX_GROUP1,TEX_GROUP2,TEX_GROUP3,MANCON1,MANCON2,MANCON3,TOPSOIL1,TOPSOIL2,TOPSOIL3,SAND_GRAV1,SAND_GRAV2,SAND_GRAV3,ROADFILL1,ROADFILL2,ROADFILL3,BASMNT1,BASMNT2,BASMNT3,NO_BASMNT1,NO_BASMNT2,NO_BASMNT3,ROAD_ST1,ROAD_ST2,ROAD_ST3,TRENCHTYP1,TRENCHTYP2,TRENCHTYP3,AREA_TYPE1,AREA_TYPE2,AREA_TYPE3,COVER_MAT1,COVER_MAT2,COVER_MAT3,S_LAGOON1,S_LAGOON2,S_LAGOON3,SEP_FIELD1,SEP_FIELD2,SEP_FIELD3,PLAY_GRND1,PLAY_GRND2,PLAY_GRND3,PICNIC1,PICNIC2,PICNIC3,CAMP_AREA1,CAMP_AREA2,CAMP_AREA3,PATH1,PATH2,PATH3,SHAPE_Length,SHAPE_Area
66394,City of Brandon,D97,Cornwallis,"1:20,000",2022/11/24 00:00:00+00,MXD/xcxx,MXD/xcxx,MXD,Manson,,,xcxx,100, , , ,,, ,0, , , ,,, ,0,-99.0,-99.0,-99.0,c,,,x,,,x,,,x,,,,,,-99.0,-99.0,-99.0,,22,-99,23,23,-99,21,22,22,,,,,,2IT,,,2,,,Group 1, , ,3kx,Bt2,3kx Bt2,Fair,,, ,,,,,,5,,,W,,,SiC,,,,,,F,,,,,,Ps,,,Va,,,Pa,,,Pa,,,Pa,,,Pa,,,Ps,,,Fi,,,Ps,,,Ft,,,Vk,,,Fst,,,Fs,,,Fis,,,Fs,,,811.937016718036,34238.0669765662
16365,Westbourne,D51,Westbourne,"1:20,000",2022/11/24 00:00:00+00,SUE,SUE/xxxx,SUE,St Claude,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,22.0,23,21,23,25,20,21,31,23,L,N,N,L,L10,3W,,,3,,,Group 1,,,3w,A,3w A,Fair,,,,,,,,,3,,,I,,,FSL,,,,,,MC,,,No Constraints,,,Fb,,,Paq,,,Faw,,,Pw,,,Pf,,,Pf,,,Vhs,,,Phk,,,G,,,Vk,,,Phg,,,Pw,,,Pw,,,Pw,,,Fsw,,,4308.36367564252,507695.506458341
105422,WOODWORTH,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,Msh (m),CAV/xbxx,CAV,Carvey,,,xbxx,100,,,,,,,0,,,,,,,0,1.0,-9.0,-9.0,b,,,x,,,x,,,x,,,2.0,-,-,0.27671,0.0,0.0,21.0,25,21,24,26,31,21,74,22,N,N,N,N,N10,5W,,,5,,,,,,4w,A,4w A,Poor,,,,,,,,,,,,P,,,CL,,,,,,MF,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.92868758292,164109.648866544
42358,Dufferin,D60,"Dufferin, Grey, Roland, Thompson, Stanley","1:20,000",2022/11/24 00:00:00+00,KOT,KOT/xxxx,KOT,Kronstal,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,22.0,22,21,22,25,20,21,30,23,L,N,N,L,L10,2M,,,2,,,Group 1,,,2w,A,2w A,Good,,,,,,,,,3,,,I,,,LVFS,,,,,,MC,,,No Constraints,,,Fb,,,Va,,,Fw,,,Pw,,,Fw,,,Fw,,,Pkw,,,Pkg,,,G,,,Pk,,,Fh,,,Fw,,,Fw,,,Fw,,,Fw,,,1395.67779736475,68096.969452429
70996,MOUNTAIN - NORTH,R18,Swan Lake,"1:125,000",2022/11/24 00:00:00+00,LRY,LRY/xc1x,LRY,Leary,,,xc1x,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,1,,,x,,,x,,,2,-,-,0.71777999,0.0,0.0,21.0,25,22,24,22,21,21,18,24,N,N,N,N,N10,5M,,,5,,,,,,4m,Bt2,4m Bt2,Poor,,,,,,,,,,,,R,,,LS,,,,,,CO,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9674.05361131683,4214515.82668587
87792,ALONSA,8,West-Lake,"1:126,720",2022/11/24 00:00:00+00,Is (m),CKG/xx3x,CKG,Clarkleigh,,,xx3x,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,3,,,x,,,x,,,3,-,-,0.32788,0.0,0.0,21.0,25,21,24,26,31,21,62,22,N,N,N,N,N10,5W,,,5,,,,,,4w,Bp,4w Bp,Poor,,,,,,,,,,,,P,,,CL,,,,,,MF,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32067.7140429036,6817450.3135072
40602,Dufferin,D60,"Dufferin, Grey, Roland, Thompson, Stanley","1:20,000",2022/11/24 00:00:00+00,NBG,NBG/xxxx,NBG,Neuenberg,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,22.0,21,21,22,25,20,21,31,23,L,N,N,L,L10,1,,,1,,,Group 1,,,2w,A,2w A,Good,,,,,,,,,3,,,I,,,VFSL,,,,,,ME,,,No Constraints,,,G,,,Va,,,Faw,,,Pw,,,Faw,,,Faw,,,Vks,,,Pk,,,G,,,Pk,,,Fhg,,,Fw,,,Fw,,,Fw,,,Fw,,,1503.76417727524,102522.910224102
23909,St Francois Xavier,D14,Winnipeg Region,"1:20,000",2022/11/24 00:00:00+00,Od,OBOd/xxxs,OBO,"Osborne, drained",,d,xxxs,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,s,,,3.0,,,0.32788,0.0,0.0,21.0,23,21,24,26,40,22,40,21,N,N,N,N,N10,3NW,,,3,,,Group 1,,,4kw,A,4kw A,Poor,,,,,,,,,5,,,P,,,C,,,,,,F,,,FW,,,Pns,,,Va,,,Pal,,,Vw,,,Paw,,,Paw,,,Vw,,,Pw,,,Psw,,,G,,,Vhk,,,Psw,,,Psw,,,Psw,,,Psw,,,784.150543838972,29587.1870115686
90208,SILVER CREEK,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,N (m),DRO/xcxx,DRO,Drokan,,,xcxx,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,x,,,x,,,x,,,3,-,-,1.11198,0.0,0.0,21.0,25,22,24,26,31,21,29,22,N,N,N,N,N10,5W,,,5,,,,,,4w,Bt2,4w Bt2,Poor,,,,,,,,,,,,P,,,CL,,,,,,MF,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.53292308203,72980.6905295067
115836,Riverdale,D98,Riverdale,"1:20,000",2022/11/24 00:00:00+00,VDS/xbxx,VDS/xbxx,VDS,Vordas,,,xbxx,100,,,,,,,0,,,,,,,0,-99.0,,-99.0,b,,,x,,,x,,,x,,,,,,-99.0,-99.0,-99.0,-99.0,25,-99,24,26,-99,21,38,23,,,,,,5W,,,5,,,Group 3,,,4w,A,4w A,Poor,,,,,,,,,5,,,P,,,SiL,,,,,,ME,,,,,,G,,,Va,,,Pw,,,Vw,,,Pw,,,Pw,,,Vhw,,,Pwg,,,Pw,,,Ph,,,Vh,,,Pw,,,Pw,,,Pw,,,Pw,,,865.762676955028,-33419.2779062389
112353,Stuartburn,5,Winnipeg-Morris,"1:126,720",2022/11/24 00:00:00+00,Ky-SP,KRYp/xxxx,KRY,"Kerry, peaty",,p,xxxx,50,RTV/xxxx,RTV,Rat River,,,xxxx,30,KIC/xxxx,KIC,Kircro,,,xxxx,20,0.5,0.5,0.5,x,x,x,x,ORG,ORG,x,ORG,ORG,x,ORG,ORG,3,3,3,0.32788,0.32788,0.32788,21.0,26,21,24,27,34,21,34,26,N,N,N,N,N5-N3-N2,6W,O4WL,O3W,6,O4,O3,,,,4w,A,4w A,Poor,0,A,0 A,ORG,0,A,0 A,ORG,,,,VP,VP,VP,M,M,M,,,,Om,Om,Om,CW,Organic,Organic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131656.402951754,138154757.105897
37188,Victoria,D75,Victoria RM,"1:20,000",2022/11/24 00:00:00+00,DZW7-FFR3/xdxx-xexx,DZW/xdxx,DZW,Dezwood,,,xdxx,70,FFR/xexx,FFR,Fifere,,,xexx,30,,,,,,,0,7.5,12.5,-9.0,d,e,,x,x,,x,x,,x,x,,1.0,1.0,,1.154,2.4681599,0.0,25.0,23,23,23,23,24,21,50,22,S,S,N,S,S7-S3,3T,4T,,3,4.0,,Group 1,Group 2,,2kx,Ct2,2kx Ct2,Fair,2kx,Ct2,2kx Ct2,Fair,,,,,4,5.0,,W,W,,CL,CL,,,,,MF,MF,,T,No Constraints,,Fst,Pt,,Va,Va,,Fa,Fa,,Fa,Fat,,Fa,Fat,,Fa,Fat,,Fs,Fks,,G,Ft,,Fs,Fst,,Pt,Vt,,Pk,Pk,,Pt,Vt,,G,Fst,,G,Fst,,G,Fs,,10202.5181184482,1632027.23533279
40946,Cameron,20,Boissevain-Melita,"1:20,000",2022/11/24 00:00:00+00,Ok,OKL/xxxx,OKL,Oak Lake,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,2.0,,,0.21164,0.0,0.0,21.0,25,21,24,26,34,21,34,24,N,N,N,N,N10,5W,,,5,,,Group 3,,,4w,A,4w A,Poor,,,,,,,,,5,,,P,,,LS,,,,,,CO,,,CW,,,Ps,,,Pa,,,Pw,,,Vhw,,,Phw,,,Pw,,,Vwg,,,Vhk,,,Pqw,,,Vhk,,,Vhg,,,Pw,,,Pw,,,Pw,,,Pw,,,1058.68573139211,57371.1754121913
86245,ROSSBURN,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,Pcx,PVK/xexx,PVK,Proven Lake,,,xexx,100,,,,,,,0,,,,,,,0,12.5,-9.0,-9.0,e,,,x,,,x,,,x,,,2,-,-,3.9024999,0.0,0.0,21.0,25,24,24,26,31,21,38,22,N,N,N,N,N10,5W,,,5,,,,,,4w,Ct2,4w Ct2,Poor,,,,,,,,,,,,P,,,CL,,,,,,MF,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3674.26498311642,204102.751848084
30868,North Cypress,D85,North Cypress,"1:20,000",2022/11/24 00:00:00+00,SEE,SEE/xxxx,SEE,Sewell,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,-,-,0.32788,0.0,0.0,21.0,25,21,24,26,34,21,34,24,N,N,N,N,N10,5W,,,5,,,Group 3,,,4w,A,4w A,Poor,,,,,,,,,5,,,P,,,LFS,,,,,,CO,,,CW,,,Ps,,,Pa,,,Pw,,,Vhw,,,Phw,,,Pw,,,Vwg,,,Vhk,,,Pqw,,,Vkg,,,Vhg,,,Pw,,,Pw,,,Pw,,,Pw,,,12786.6561201059,1395387.84410746
21919,Portage la Prairie,17,Portage la Prairie,"1:20,000",2022/11/24 00:00:00+00,Oc,OBOd/xxxx,OBO,"Osborne, drained",,d,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,23,21,24,26,40,21,40,21,N,N,N,N,N10,3W,,,3,,,Group 1,,,4kw,A,4kw A,Poor,,,,,,,,,5,,,P,,,C,,,,,,F,,,FW,,,Ps,,,Va,,,Pal,,,Vw,,,Paw,,,Paw,,,Vw,,,Pw,,,Psw,,,G,,,Vhk,,,Psw,,,Psw,,,Psw,,,Psw,,,948.266298838722,26615.0374567835
