OBJECTID,ORIGINL_RM,REPORT_NUM,REPORT_NAM,SCALE,DATE,MAPUNITNOM,MUNOM1,SOIL_CODE1,SOILNAME1,VARIANT1,PHASE1,CLASS1,EXTENT1,MUNOM2,SOIL_CODE2,SOILNAME2,VARIANT2,PHASE2,CLASS2,EXTENT2,MUNOM3,SOIL_CODE3,SOILNAME3,VARIANT3,PHASE3,CLASS3,EXTENT3,SLOPEP1,SLOPEP2,SLOPEP3,TOPO1,TOPO2,TOPO3,STONE1,STONE2,STONE3,EROSION1,EROSION2,EROSION3,SALINITY1,SALINITY2,SALINITY3,SLOPE_LEN1,SLOPE_LEN2,SLOPE_LEN3,LS_MEAN1,LS_MEAN2,LS_MEAN3,C_ERPOLY,C_AGRI,C_SLOPE,C_GEN,C_DRAIN,C_MAN,C_SALT,C_SOIL,C_SURFTEXT,ERCLS1,ERCLS2,ERCLS3,ERPOLY,ERSYMBOL,AGRI_CAP1,AGRI_CAP2,AGRI_CAP3,AGCAP_CLS1,AGCAP_CLS2,AGCAP_CLS3,AGCAP_GRP1,AGCAP_GRP2,AGCAP_GRP3,SOIL_FACT1,LANDSCAPE1,IRRIG_CLA1,GEN_RATIN1,SOIL_FACT2,LANDSCAPE2,IRRIG_CLA2,GEN_RATIN2,SOIL_FACT3,LANDSCAPE3,IRRIG_CLA3,GEN_RATIN3,SPUD_RTNG1,SPUD_RTNG2,SPUD_RTNG3,DRAINAGE1,DRAINAGE2,DRAINAGE3,SURFTEXT1,SURFTEXT2,SURFTEXT3,SURFTEXTM1,SURFTEXTM2,SURFTEXTM3,TEX_GROUP1,TEX_GROUP2,TEX_GROUP3,MANCON1,MANCON2,MANCON3,TOPSOIL1,TOPSOIL2,TOPSOIL3,SAND_GRAV1,SAND_GRAV2,SAND_GRAV3,ROADFILL1,ROADFILL2,ROADFILL3,BASMNT1,BASMNT2,BASMNT3,NO_BASMNT1,NO_BASMNT2,NO_BASMNT3,ROAD_ST1,ROAD_ST2,ROAD_ST3,TRENCHTYP1,TRENCHTYP2,TRENCHTYP3,AREA_TYPE1,AREA_TYPE2,AREA_TYPE3,COVER_MAT1,COVER_MAT2,COVER_MAT3,S_LAGOON1,S_LAGOON2,S_LAGOON3,SEP_FIELD1,SEP_FIELD2,SEP_FIELD3,PLAY_GRND1,PLAY_GRND2,PLAY_GRND3,PICNIC1,PICNIC2,PICNIC3,CAMP_AREA1,CAMP_AREA2,CAMP_AREA3,PATH1,PATH2,PATH3,SHAPE_Length,SHAPE_Area
111359,OAKLAND,7,Carberry,"1:126,720",2022/11/24 00:00:00+00,C,RAM/xbxx,RAM,Ramada,,,xbxx,70,CLN/xx1x,CLN,Clementi,,,xx1x,30,,,,,,,0,1.0,1.0,-9.0,b,x,,x,1,,x,x,,x,x,,3,3,-,0.42868,0.42868,0.0,23.0,21,21,22,23,20,21,31,22,M,L,N,M,M7-L3,1,1,,1,1,,,,,2k,A,2k A,Good,2kx,A,2kx A,Good,,,,,,,,W,W,,CL,CL,,,,,MF,MF,,No Constraints,No Constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14421.6382203233,7418215.01247757
65585,Cornwallis,D97,Cornwallis,"1:20,000",2022/11/24 00:00:00+00,HMO/xxxx,HMO/xxxx,HMO,Hummerston,,,xxxx,100, , , ,,, ,0, , , ,,, ,0,-99.0,-99.0,-99.0,x,,,x,,,x,,,x,,,,,,-99.0,-99.0,-99.0,,23,-99,22,25,-99,21,21,24,,,,,,3MW,,,3,,,Group 2, , ,2mw,A,2mw A,Good,,, ,,,,,,3,,,I,,,LFS,,,,,,CO,,,,,,Ps,,,Pa,,,Fw,,,Pw,,,Fw,,,Fw,,,Vks,,,Vkg,,,Pq,,,Vkg,,,Fhg,,,Fsw,,,Fsw,,,Fsw,,,Fw,,,4067.53281700262,365662.991085136
40359,Dufferin,D60,"Dufferin, Grey, Roland, Thompson, Stanley","1:20,000",2022/11/24 00:00:00+00,KOT/ocxx,KOT/ocxx,KOT,Kronstal,,,ocxx,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,x,,,o,,,x,,,2.0,,,0.71777999,0.0,0.0,24.0,22,22,22,25,20,21,30,23,H,N,N,H,H10,2MT,,,2,,,Group 1,,,2w,Bt2,2w Bt2,Good,,,,,,,,,3,,,I,,,LVFS,,,,,,MC,,,No Constraints,,,Fb,,,Va,,,Fw,,,Pw,,,Fw,,,Fw,,,Pkw,,,Pkg,,,G,,,Pk,,,Fh,,,Ftw,,,Fw,,,Fw,,,Fw,,,2433.4790529022,316918.980266697
30458,Portage la Prairie,D20,West Portage - MacGregor,"1:20,000",2022/11/24 00:00:00+00,SKL7-LLTp3/xdxx-xxxx,SKL/xdxx,SKL,Skelding,,,xdxx,70,LLTp/xxxx,LLT,"Lelant, peaty",,p,xxxx,30,,,,,,,0,7.5,0.5,-9.0,d,x,,x,x,,x,x,,x,x,,1.0,1,,1.154,0.13386001,0.0,21.0,26,23,23,22,35,21,26,24,N,N,N,N,N7-N3,6M,6W,,6,6,,Group 4,Group 4,,3m,Ct2,3m Ct2,Fair,4w,A,4w A,Poor,,,,,4,5.0,,R,VP,,FS,M,,,,,CO,Om,,C T,CW,,Vb,Vw,,Fa,Vah,,G,Vw,,G,Vhw,,G,Vaw,,G,Vhw,,Vks,Vhw,,Vk,Vkw,,Pq,Vsw,,Vk,Vah,,Gg,Vhg,,Pmt,Vsw,,Pm,Vsw,,Fs,Vsw,,Ps,Vs,,4015.15983027491,458832.085543837
15896,Rockwood,D14,Winnipeg Region,"1:20,000",2022/11/24 00:00:00+00,Gh,GRH/xxxx,GRH,Garrioch,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,24,21,23,25,21,21,18,24,N,N,N,N,N10,4M,,,4,,,Group 2,,,3gm,A,3gm A,Fair,,,,,,,,,5,,,I,,,LS,,,,,,CO,,,C,,,Ps,,,Pax,,,Fw,,,Pw,,,Fw,,,Fw,,,Phw,,,Fwg,,,Fcs,,,Pk,,,Phk,,,Pq,,,Fsw,,,Fsw,,,Fw,,,2172.89196668227,276691.313276096
35242,South Norfolk,D74,South Norfolk,"1:20,000",2022/11/24 00:00:00+00,LLTp,LLTp/xxxx,LLT,"Lelant, peaty",,p,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,26,21,24,27,34,21,34,26,N,N,N,N,N10,6W,,,6,,,Group 4,,,4w,A,4w A,Poor,,,,,,,,,5,,,VP,,,M,,,,,,Om,,,CW,,,Vw,,,Vah,,,Vw,,,Vhw,,,Vaw,,,Vhw,,,Vhw,,,Vkw,,,Vsw,,,Vah,,,Vhg,,,Vsw,,,Vsw,,,Vsw,,,Vs,,,2465.07637951295,171070.083792692
40155,Dufferin,D60,"Dufferin, Grey, Roland, Thompson, Stanley","1:20,000",2022/11/24 00:00:00+00,NBG,NBG/xxxx,NBG,Neuenberg,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,22.0,21,21,22,25,20,21,31,23,L,N,N,L,L10,1,,,1,,,Group 1,,,2w,A,2w A,Good,,,,,,,,,3,,,I,,,VFSL,,,,,,ME,,,No Constraints,,,G,,,Va,,,Faw,,,Pw,,,Faw,,,Faw,,,Vks,,,Pk,,,G,,,Pk,,,Fhg,,,Fw,,,Fw,,,Fw,,,Fw,,,2393.89606713324,260989.467288092
76034,GRANDVIEW,9,Grandview,"1:126,720",2022/11/24 00:00:00+00,Gf,GFT/xc2x,GFT,Grifton,,,xc2x,80,SCL/xx1x,SCL,Sclater,,,xx1x,20,,,,,,,0,3.5,0.5,-9.0,c,x,,2,1,,x,x,,x,x,,3,3,-,1.11198,0.32788,0.0,25.0,23,22,23,23,20,21,51,23,S,M,N,S,S8-M2,3X,3X,,3,3,,,,,3d,Bt2,3d Bt2,Fair,3dw,A,3dw A,Fair,,,,,,,,W,I,,FSL,L,,,,,MC,ME,,No Constraints,No Constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12936.1144033535,3034501.22094163
8962,Arthur,20,Boissevain-Melita,"1:40,000",2022/11/24 00:00:00+00,Wk:9-Tc:1/b,WKD/xbxx,WKD,Waskada,,,xbxx,90,TWC/xbxx,TWC,Two Creeks,,,xbxx,10,,,,,,,0,1.0,1.0,-9.0,b,b,,x,x,,x,x,,x,x,,4.0,4,,0.60624999,0.60624999,0.0,23.0,22,21,22,23,20,21,31,22,M,M,N,M,M9-M1,2X,2W,,2,2,,Group 1,Group 1,,2kx,A,2kx A,Good,3w,A,3w A,Fair,,,,,4,4,,W,I,,L,L,,,,,ME,ME,,No Constraints,No Constraints,,G,Fb,,Va,Va,,Fa,Faw,,Fa,Pw,,Fa,Faw,,Fa,Faw,,Fs,Pw,,G,Fw,,G,G,,Fak,Fak,,Pk,Phk,,G,Fw,,G,Fw,,G,Fw,,G,Fw,,10751.3684312316,1846593.86312244
6777,Louise,D83,Louise,"1:50,000",2022/11/24 00:00:00+00,DOT1/xcxx,DOT1/xcxx,DOT,"Dorset, shaly variant",1.0,,xcxx,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,x,,,x,,,x,,,1.0,,,0.45396,0.0,0.0,21.0,25,22,24,22,21,21,18,24,N,N,N,N,N10,5M,,,5,,,Group 3,,,4m,Bt2,4m Bt2,Poor,,,,,,,,,5,,,R,,,LS,,,,,,CO,,,C,,,Pbs,,,Pa,,,G,,,G,,,G,,,G,,,Vks,,,Vkg,,,Vcs,,,Vck,,,Gg,,,Pq,,,Fms,,,Fs,,,G,,,2913.64351918724,144792.027150872
96640,St Laurent,12,Fisher-Teulon,"1:100,000",2022/11/24 00:00:00+00,Mh,$MH/xx1x,$MH,Marsh,,,xx1x,100,,,,,,,0,,,,,,,0,0.1,-9.0,-9.0,x,,,1,,,x,,,x,,,3.0,-,-,0.25584,0.0,0.0,21.0,27,21,24,27,13,21,49,22,N,N,N,N,N10,7W,,,7,,,,,,4wx,Di,4wx Di,Poor,,,,,,,,,,,,VP,,,L,,,MU,,,ME,,,Marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11570.270092799,4011051.29244693
72204,MOSSEY RIVER,R21,Cormorant,"1:125,000",2022/11/24 00:00:00+00,Sb,$SB/xxxx,$SB,Sand Beaches,,,xxxx,100,,,,,,,0,,,,,,,0,1.0,-9.0,-9.0,x,,,x,,,x,,,x,,,3,-,-,0.42868,0.0,0.0,21.0,27,21,24,25,21,21,18,25,N,N,N,N,N10,7M,,,7,,,,,,4m,A,4m A,Poor,,,,,,,,,,,,I,,,S,,,,,,VC,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11853.870963084,938669.365781357
71603,MINITONAS,R18,Swan Lake,"1:125,000",2022/11/24 00:00:00+00,VLY,VLY/xbxx,VLY,Valley,,,xbxx,100,,,,,,,0,,,,,,,0,1.0,-9.0,-9.0,b,,,x,,,x,,,x,,,3,-,-,0.42868,0.0,0.0,22.0,22,21,23,25,20,21,31,22,L,N,N,L,L10,2W,,,2,,,,,,3w,A,3w A,Fair,,,,,,,,,,,,I,,,CL,,,,,,MF,,,No Constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810.70545187638,737166.238361299
70258,Whitehead,D99,Whitehead,"1:20,000",2022/11/24 00:00:00+00,HMO/xxxx,HMO/xxxx,HMO,Hummerston,,,xxxx,100,,,,,,,0,,,,,,,0,-99.0,,,x,,,x,,,x,,,x,,,,,,,,,,23,-99,22,25,-99,21,21,24,,,,,,3MW,,,3,,,Group 2,,,2mw,A,2mw A,Good,,,,,,,,,3,,,I,,,LFS,,,,,,CO,,,,,,Ps,,,Pa,,,Fw,,,Pw,,,Fw,,,Fw,,,Vks,,,Vkg,,,Pq,,,Vkg,,,Fhg,,,Fsw,,,Fsw,,,Fsw,,,Fw,,,1593.29889507556,-135515.462430728
56184,Ritchot,D89,Ritchot,"1:20,000",2022/11/24 00:00:00+00,HDN,HDN/xxxx,HDN,Hoddinott,,,xxxx,100,,,,,,,0,,,,,,,0,-99.0,-99.0,-99.0,x,,,x,,,x,,,x,,,,,,-99.0,-99.0,-99.0,-99.0,22,-99,24,25,-99,21,33,21,,,,,,2W,,,2,,,Group 1,,,4k,A,4k A,Poor,,,,,,,,,5,,,I,,,C,,,,,,F,,,,,,Ps,,,Va,,,Pa,,,Pw,,,Pa,,,Pa,,,Psw,,,Fw,,,Ps,,,Fjk,,,Pk,,,Ps,,,Ps,,,Ps,,,Ps,,,598.738394984308,20006.4100777962
11741,Hamiota,D93,Hamiota,"1:50,000",2022/11/24 00:00:00+00,DRO5-VRC3-RUF2/xbxx-xbxx-xcxx,DRO/xbxx,DRO,Drokan,,,xbxx,50,VRC/xbxx,VRC,Varcoe,,,xbxx,30,RUF/xcxx,RUF,Rufford,,,xcxx,20,-99.0,-99.0,-99.0,b,b,c,x,x,x,x,x,x,x,x,x,,,,-99.0,-99.0,-99.0,-99.0,25,-99,24,26,-99,21,29,22,,,,,,5W,2W,2T,5,2,2.0,Group 3,Group 1,Group 1,4w,A,4w A,Poor,3w,A,3w A,Fair,2kx,Bt2,2kx Bt2,Good,5,4,4.0,P,I,W,CL,CL,CL,,,,MF,MF,MF,,,,Fs,Fbs,Fs,Va,Va,Va,Pw,Faw,Fa,Vw,Pw,Fa,Pw,Faw,Fa,Pw,Faw,Fa,Vhw,Pw,Fs,Pw,Fw,G,Pw,Fs,Fs,Ph,Fak,Fkt,Vh,Phk,Pk,Pw,Fsw,Fst,Pw,Fsw,Fs,Pw,Fsw,Fs,Pw,Fsw,Fs,6247.38786230305,-676887.145285554
116318,Riverdale,D98,Riverdale,"1:20,000",2022/11/24 00:00:00+00,RUF/xcxx,RUF/xcxx,RUF,Rufford,,,xcxx,100,,,,,,,0,,,,,,,0,-99.0,,-99.0,c,,,x,,,x,,,x,,,,,,-99.0,-99.0,-99.0,-99.0,22,-99,22,23,-99,21,28,22,,,,,,2T,,,2,,,Group 1,,,2kx,Bt2,2kx Bt2,Good,,,,,,,,,4,,,W,,,CL,,,,,,MF,,,,,,Fs,,,Va,,,Fa,,,Fa,,,Fa,,,Fa,,,Fs,,,G,,,Fs,,,Fkt,,,Pk,,,Fst,,,Fs,,,Fs,,,Fs,,,4742.65863079847,-886252.182061838
33278,South Norfolk,D74,South Norfolk,"1:20,000",2022/11/24 00:00:00+00,SHX8-FIR2/xcxx-xxxx,SHX/xcxx,SHX,Shilox,,,xcxx,80,FIR/xxxx,FIR,Firdale,,,xxxx,20,,,,,,,0,3.5,0.5,-9.0,c,x,,x,x,,x,x,,x,x,,1.0,1,,0.45396,0.13386001,0.0,21.0,26,22,23,22,21,21,26,24,N,N,N,N,N8-N2,6M,1,,6,1,,Group 4,Group 1,,3m,Bt2,3m Bt2,Fair,2k,A,2k A,Good,,,,,3,2.0,,R,W,,FS,L,,,,,CO,ME,,C,No Constraints,,Vb,Fb,,Fa,Va,,G,Fa,,G,Fa,,G,Fa,,G,Fa,,Vks,Fs,,Vk,G,,Pq,Fs,,Vkg,Fak,,Gg,Pk,,Pm,G,,Pm,G,,Fs,G,,Ps,G,,2277.12237363435,241633.390928502
51736,Piney,D17,Roseau River Organic Soil Study,"1:20,000",2022/11/24 00:00:00+00,DP,BYH/xxxx,BYH,Baynham,,,xxxx,50,KMK/xxxx,KMK,Katimik,,,xxxx,30,STD/xxxx,STD,Stead,,,xxxx,20,0.2,0.2,0.2,x,x,x,ORG,ORG,ORG,ORG,ORG,ORG,ORG,ORG,ORG,3,3,3,0.27313,0.27313,0.27313,21.0,28,21,25,27,45,21,69,26,N,N,N,N,N5-N3-N2,O5W1,O4W,O4W,O5,O4,,Group 4,Group 4,Group 4,0,A,0 A,ORG,0,A,0 A,ORG,0,A,0 A,ORG,5,5.0,5.0,VP,VP,VP,F,F,M,,,,Of,Of,Om,Organic,Organic,Organic,Vw,Vw,Vw,Vah,Vah,Vah,Vah,Vaw,Vah,Vaw,Vaw,Vaw,Vaw,Vaw,Vaw,Vaw,Vaw,Vaw,Vhw,Vhw,Vhw,Vhw,Vhw,Vhw,Vsw,Vsw,Vsw,Vah,Vah,Vah,Vhg,Vhg,Vhg,Vsw,Vsw,Vsw,Vsw,Vsw,Vsw,Vsw,Vsw,Vsw,Vsw,Vsw,Vsw,2567.5160909471,345936.066814976
39236,Albert,20,Boissevain-Melita,"1:20,000",2022/11/24 00:00:00+00,Pg,PDG/xxxx,PDG,Partridge,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,25,21,24,26,34,21,20,24,N,N,N,N,N10,5W,,,5,,,Group 3,,,4w,A,4w A,Poor,,,,,,,,,5,,,P,,,LS,,,,,,CO,,,CW,,,Pb,,,G,,,Pw,,,Vhw,,,Phw,,,Pw,,,Vwg,,,Vhk,,,Vcs,,,Vhk,,,Vhg,,,Pqw,,,Pw,,,Pw,,,Pw,,,5325.26455310741,837681.259150273
96940,SHOAL LAKE,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,Nc (m),DRO/xdxx,DRO,Drokan,,,xdxx,100,,,,,,,0,,,,,,,0,7.5,-9.0,-9.0,d,,,x,,,x,,,x,,,2.0,-,-,1.82463,0.0,0.0,21.0,25,23,24,26,31,21,29,22,N,N,N,N,N10,5W,,,5,,,,,,4w,Ct2,4w Ct2,Poor,,,,,,,,,,,,P,,,CL,,,,,,MF,,,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3874.88170948396,610538.84477909
40984,Whitewater,20,Boissevain-Melita,"1:20,000",2022/11/24 00:00:00+00,Cn/b,CMR/xbxx,CMR,Cameron,,,xbxx,100,,,,,,,0,,,,,,,0,1.0,-9.0,-9.0,b,,,x,,,x,,,x,,,2.0,,,0.27671,0.0,0.0,22.0,22,21,21,23,20,21,31,22,L,N,N,L,L10,2X,,,2,,,Group 1,,,1,A,1 A,Excellent,,,,,,,,,1,,,W,,,L,,,,,,ME,,,No Constraints,,,G,,,Va,,,Fa,,,Fa,,,Fa,,,Fa,,,G,,,G,,,G,,,Fak,,,Fk,,,G,,,G,,,G,,,G,,,3639.22022018447,726230.629502222
65795,Cornwallis,D97,Cornwallis,"1:20,000",2022/11/24 00:00:00+00,DXM7-CAV3/xxxx-xxxx,DXM/xxxx,DXM,Druxman,,,xxxx,70,CAV/xxxx,CAV,Carvey,,,xxxx,30, , , ,,, ,0,-99.0,-99.0,-99.0,x,x,,x,x,,x,x,,x,x,,,,,-99.0,-99.0,-99.0,,22,-99,23,25,-99,21,72,22,,,,,,2M,5W,,2,5,,Group 1,Group 3, ,3w,A,3w A,Fair,4w,A,4w A,Poor,,,,,3,5,,I,P,,L,CL,,,,,ME,MF,,,,,Fb,Fs,,Faq,Fhq,,Faw,Pw,,Pw,Vhw,,Faw,Phw,,Faw,Pw,,Vks,Vwg,,Pkg,Vhk,,Pcq,Pqw,,Vak,Vkg,,Phg,Vhg,,Fw,Pw,,Fw,Pw,,Fw,Pw,,Fw,Pw,,4204.94019966222,178558.662194765
92976,GLENELLA,8,West-Lake,"1:126,720",2022/11/24 00:00:00+00,Lcl/T (m),MGT/xx1x,MGT,Magnet,,,xx1x,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,1,,,x,,,x,,,3.0,-,-,0.32788,0.0,0.0,21.0,25,21,24,26,31,21,38,22,N,N,N,N,N10,5W,,,5,,,,,,4w,A,4w A,Poor,,,,,,,,,,,,P,,,CL,,,,,,MF,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3049.64845199541,436866.11978205
18492,Westbourne,D51,Westbourne,"1:20,000",2022/11/24 00:00:00+00,BNF,BNF/xxxx,BNF,Blumenfeld,,,xxxx,100,,,,,,,0,,,,,,,0,0.5,-9.0,-9.0,x,,,x,,,x,,,x,,,3.0,,,0.32788,0.0,0.0,21.0,25,21,24,26,31,21,38,22,N,N,N,N,N10,5W,,,5,,,Group 3,,,4w,A,4w A,Poor,,,,,,,,,5,,,P,,,L,,,,,,ME,,,W,,,Fs,,,Va,,,Pw,,,Vw,,,Pw,,,Pw,,,Vw,,,Pw,,,Pw,,,Ph,,,Vh,,,Pw,,,Pw,,,Pw,,,Pw,,,1039.81740584678,52768.2889078841
77782,HILLSBURG,9,Grandview,"1:126,720",2022/11/24 00:00:00+00,Em,ECK/xe1x,ECK,Erickson,,,xe1x,70,OZA/xc1x,OZA,Ozerna,,,xc1x,30,,,,,,,0,12.5,3.5,-9.0,e,c,,1,1,,x,x,,x,x,,2,2,-,3.9024999,0.71777999,0.0,25.0,24,24,23,23,24,21,48,22,S,L,N,S,S7-L3,4T,3M,,4,3,,,,,2kx,Ct2,2kx Ct2,Fair,2k,Bt2,2k Bt2,Good,,,,,,,,W,W,,L,SL,,,,,ME,MC,,T,No Constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32279.8377830523,9634835.31063896
88777,Park South,6,Rossburn-Virden,"1:126,720",2022/11/24 00:00:00+00,ZZ,$ZZ/xxxx,$ZZ,Water,,,xxxx,100,,,,,,,0,,,,,,,0,-9.0,-9.0,-9.0,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,2,-,-,0.44106001,0.0,0.0,6.0,6,6,6,6,6,6,6,6,,N,N,, 10,$ZZ,,,$ZZ,,,,,,$ZZ,$ZZ,$ZZ,$ZZ,,,,,,,,,,,,$ZZ,,,$ZZ,,,,,,$ZZ,,,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3888.34225105831,732822.531128752
6099,Morton,20,Boissevain-Melita,"1:40,000",2022/11/24 00:00:00+00,Cm/b,CME/xbxx,CME,Cranmer,,,xbxx,100,,,,,,,0,,,,,,,0,1.0,-9.0,-9.0,b,,,x,,,x,,,x,,,2.0,,,0.27671,0.0,0.0,21.0,22,21,23,25,20,21,31,22,N,N,N,N,N10,2W,,,2,,,Group 1,,,3w,A,3w A,Fair,,,,,,,,,3,,,I,,,CL,,,,,,MF,,,No Constraints,,,Fs,,,Va,,,Faw,,,Pw,,,Faw,,,Faw,,,Pw,,,Fw,,,Fs,,,Fak,,,Phk,,,Fsw,,,Fsw,,,Fsw,,,Fsw,,,2403.34225807744,202835.984091256
91809,ROSEDALE,8,West-Lake,"1:126,720",2022/11/24 00:00:00+00,Gv,WTV/1d1x,WTV,Waitville,,,1d1x,60,PTU/xc1x,PTU,Petlura,,,xc1x,20,SNT/xxxx,SNT,Sinnott,,,xxxx,20,7.5,3.5,0.5,d,c,x,1,1,x,1,x,x,x,x,x,2.0,2,3,1.82463,0.71777999,0.32788,25.0,23,23,23,23,24,21,51,22,S,H,N,S,S6-H2-N2,3T,2WT,5W,3,2,5,,,,2kx,Ct2,2kx Ct2,Fair,3w,Bt2,3w Bt2,Fair,4w,A,4w A,Poor,,,,W,I,P,L,CL,CL,,,,ME,MF,MF,T,No Constraints,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13817.3368527092,5876178.36748867
10211,Killarney - Turtle Mountain,D90,Killarney - Turtle Mountain,"1:50,000",2022/11/24 00:00:00+00,$ZZ,$ZZ/xxxx,$ZZ,Water,,,xxxx,100,,,,,,,0,,,,,,,0,-99.0,-99.0,-99.0,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,,,,-99.0,-99.0,-99.0,-99.0,6,-99,6,6,-99,6,6,6,,,,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,$ZZ,$ZZ,$ZZ,,,,,,,,,$ZZ,,,$ZZ,,,$ZZ,,,,,,$ZZ,,,,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,1107.61719757952,-55169.3506270418
31888,Victoria,D75,Victoria RM,"1:20,000",2022/11/24 00:00:00+00,SHX/xcxx,SHX/xcxx,SHX,Shilox,,,xcxx,100,,,,,,,0,,,,,,,0,3.5,-9.0,-9.0,c,,,x,,,x,,,x,,,1.0,,,0.45396,0.0,0.0,21.0,26,22,23,22,21,21,26,24,N,N,N,N,N10,6M,,,6,,,Group 4,,,3m,Bt2,3m Bt2,Fair,,,,,,,,,3,,,R,,,FS,,,,,,CO,,,C,,,Vb,,,Fa,,,G,,,G,,,G,,,G,,,Vks,,,Vk,,,Pq,,,Vkg,,,Gg,,,Pm,,,Pm,,,Fs,,,Ps,,,3886.88718166251,630067.965675266
80424,GRAHAMDALE,12,Fisher-Teulon,"1:100,000",2022/11/24 00:00:00+00,ZZ,$ZZ/xxxx,$ZZ,Water,,,xxxx,100,,,,,,,0,,,,,,,0,-9.0,-9.0,-9.0,$ZZ,,,$ZZ,,,$ZZ,,,$ZZ,,,,,,0.44106001,0.0,0.0,6.0,6,6,6,6,6,6,6,6,,N,N,, 10,$ZZ,,,$ZZ,,,,,,$ZZ,$ZZ,$ZZ,$ZZ,,,,,,,,,,,,$ZZ,,,$ZZ,,,,,,$ZZ,,,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.56832359592,19903.5635520372
83621,FISHER,12,Fisher-Teulon,"1:100,000",2022/11/24 00:00:00+00,Fy,FYLd/xxxx,FYL,"Fyala, drained",,d,xxxx,40,FYL/xxxx,FYL,Fyala,,,xxxx,30,FYLp/xxxx,FYL,"Fyala, peaty",,p,xxxx,30,0.5,0.5,0.5,x,x,x,x,x,x,x,x,x,x,x,x,3,3,3,0.32788,0.32788,0.32788,21.0,23,21,24,26,40,21,40,21,N,N,N,N,N4-N3-N3,3W,5W,6W,3,5,6.0,,,,4kw,A,4kw A,Poor,4kw,A,4kw A,Poor,4kw,A,4kw A,Poor,,,,P,P,VP,C,C,M,,,,F,F,Om,FW,FW,FW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26432.9691994934,7759964.58921849
79621,Siglunes,16,Grahamdale,"1:126,720",2022/11/24 00:00:00+00,Fd:5-In:3/R+Na:2,HIB/xc4x,HIB,Hilbre,,,xc4x,50,FKR/xx4x,FKR,Faulkner,,,xx4x,30,NCS/xx4x,NCS,Narcisse,,,xx4x,20,3.5,1.0,1.0,c,x,x,4,4,4,x,x,x,x,x,x,2,3,3,0.71777999,0.42868,0.42868,21.0,25,22,24,23,30,21,56,22,N,N,M,N,N5-N3-M2,5P,5P,5RP,5,5,5.0,,,,4r,Cp,4r Cp,Poor,4r,Cp,4r Cp,Poor,4r,Cp,4r Cp,Poor,,,,W,I,W,L,L,SL,,,,ME,ME,MC,B,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3923.96676702543,706780.437533741
